,기업명,PER,EPS,PER(krx),EPS(krx),추정PER,추정EPS,PBR,BPS,배당수익률,이자보상배율,유동비율
028050,삼성엔지니어링,45.71,350,45.71,350,11.00,"1,410",2.97,"5,383",11.69,20.7,92.2
029530,신도리코,13.61,"3,476",13.28,"3,563",N/A,N/A,0.53,"88,643",3.38,376.9,N/A
015360,예스코홀딩스,35.68,"1,173",25.75,"1,625",N/A,N/A,0.30,"137,418",3.58,8.4,113
016800,퍼시스,8.49,"3,956",6.97,"4,824",N/A,N/A,0.75,"44,599",2.98,N/A,554.5
011560,세보엠이씨,4.92,"2,065",4.67,"2,174",N/A,N/A,0.63,"16,090",2.96,118.8,193.6
024740,한일단조,-38.90,-41,N/A,N/A,N/A,N/A,0.45,"3,546",2.57,1,80.2
024070,WISCOM,37.97,69,37.97,69,N/A,N/A,0.34,"7,644",3.82,658.9,720.3
030720,동원수산,23.12,384,23.12,384,N/A,N/A,0.93,"9,581",N/A,20.7,251.2
025560,미래산업,-7.29,-21,N/A,N/A,N/A,N/A,2.04,75,N/A,N/A,234.7
030210,KTB투자증권,6.24,478,7.26,411,N/A,N/A,0.41,"7,360",5.03,N/A,N/A
030960,양지사,66.26,163,56.84,190,N/A,N/A,2.22,"4,861",0.46,N/A,106
012630,HDC,0.94,"16,984",1.00,"15,943",6.00,"2,514",0.48,"33,408",0.94,3.3,134.6
017900,광전자,22.48,113,20.16,126,N/A,N/A,0.60,"4,248",1.97,28.1,538.9
025540,한국단자,17.41,"3,803",17.41,"3,803",N/A,N/A,1.00,"66,337",1.06,148.9,280
030530,원익홀딩스,4.03,984,3.91,"1,016",N/A,N/A,0.40,"9,812",N/A,20.6,113.1
030520,한글과컴퓨터,45.23,283,42.81,299,N/A,N/A,1.41,"9,102",1.56,1.6,248.8
021880,메이슨캐피탈,-38.20,-10,N/A,N/A,N/A,N/A,0.89,427,N/A,N/A,N/A
021040,대호피앤씨,36.25,28,35.00,29,N/A,N/A,1.07,946,N/A,2.7,166.6
029480,바른테크놀로지,-5.50,-151,N/A,N/A,N/A,N/A,2.83,294,N/A,N/A,119.4
003160,디아이,12.88,330,11.71,363,N/A,N/A,0.90,"4,727",1.18,N/A,171.8
011930,신성이엔지,19.35,62,15.79,76,N/A,N/A,1.49,805,N/A,N/A,62
019180,티에이치엔,15.32,280,15.32,280,N/A,N/A,1.92,"2,229",1.17,5,83.8
018880,한온시스템,23.17,520,23.17,520,19.00,628,3.16,"3,816",2.66,8.9,113.1
028040,미래SCI,-2.58,-790,N/A,N/A,N/A,N/A,2.67,761,N/A,N/A,136.5
028300,에이치엘비,108.31,674,107.67,678,N/A,N/A,16.41,"4,449",N/A,N/A,286.6
027710,팜스토리,-18.58,-67,N/A,N/A,N/A,N/A,0.73,"1,699",N/A,2.5,92.7
021820,세원정공,-14.43,-650,N/A,N/A,N/A,N/A,0.22,"42,284",1.07,N/A,356.2
027970,세하,7.61,180,7.61,180,N/A,N/A,1.51,908,N/A,1.7,45.8
006740,영풍제지,5.44,645,4.40,797,N/A,N/A,0.57,"6,184",1.14,36.8,349.3
000910,유니온,-2.50,"-2,440",N/A,N/A,N/A,N/A,0.76,"8,024",1.64,N/A,89.2
020120,키다리스튜디오,293.50,10,293.50,10,N/A,N/A,2.80,"1,047",0.68,43.6,359
020000,한섬,13.40,"3,019",11.95,"3,385",11.00,"3,609",0.89,"45,259",0.99,103.4,343.6
017800,현대엘리베이,293.98,299,293.98,299,27.00,"3,212",2.59,"33,916",1.02,3.6,123.7
016580,환인제약,15.95,"1,157",13.09,"1,409",N/A,N/A,1.09,"17,003",1.63,N/A,616.8
023600,삼보판지,3.27,"3,650",3.26,"3,664",N/A,N/A,0.58,"20,600",0.38,19.6,123.2
018310,삼목에스폼,4.83,"2,690",5.44,"2,389",N/A,N/A,0.48,"26,807",0.77,610.2,555.3
003800,에이스침대,11.98,"2,587",10.58,"2,929",N/A,N/A,0.74,"42,101",3.23,N/A,175.6
014190,원익큐브,-22.48,-105,N/A,N/A,N/A,N/A,1.11,"2,118",N/A,N/A,154.7
013580,계룡건설,2.65,"9,987",2.54,"10,423",N/A,N/A,0.60,"44,186",1.89,5.1,111.3
011160,두산건설,-0.21,"-5,484",N/A,N/A,N/A,N/A,0.41,"2,810",8.11,0.3,46
021050,서원,8.95,148,8.77,151,N/A,N/A,0.61,"2,158",1.13,2.5,88
012750,에스원,36.05,"2,710",32.07,"3,046",24.00,"4,124",2.62,"37,335",2.56,69.6,177.3
015890,태경산업,15.32,412,10.80,584,N/A,N/A,0.80,"7,855",3.49,2,119.7
027390,한화갤러리아타임월드,14.83,"1,591",14.58,"1,619",N/A,N/A,0.63,"37,283",1.27,N/A,68.5
012700,리드코프,4.70,"1,196",4.67,"1,203",N/A,N/A,0.44,"12,674",2.67,N/A,147.2
018000,유니슨,-8.49,-152,N/A,N/A,N/A,N/A,1.74,740,N/A,0.1,125.3
025980,아난티,-62.60,-246,N/A,N/A,N/A,N/A,3.88,"3,971",N/A,1.3,71.4
026910,광진실업,82.50,42,82.50,42,N/A,N/A,0.76,"4,549",0.72,N/A,286.3
017250,인터엠,-11.51,-271,N/A,N/A,N/A,N/A,0.87,"3,599",3.85,N/A,133.5
016590,신대양제지,4.16,"19,674",4.16,"19,674",N/A,N/A,0.91,"90,415",0.92,28.4,154.2
011690,유양디앤유,-14.18,-538,N/A,N/A,N/A,N/A,4.02,"1,900",N/A,N/A,100.4
025860,남해화학,61.31,168,58.86,175,N/A,N/A,1.16,"8,857",0.49,3.2,286.7
018500,동원금속,-3.48,-238,N/A,N/A,N/A,N/A,0.57,"1,454",12.06,0.2,51
011300,성안,-3.23,-179,N/A,N/A,N/A,N/A,0.42,"1,376",1.73,N/A,103.3
015750,성우하이텍,12.74,339,12.59,343,N/A,N/A,0.33,"13,055",1.85,1.5,87.2
020180,대신정보통신,64.55,22,64.55,22,N/A,N/A,2.28,623,0.70,13,113.9
006730,서부T&D,-47.01,-187,N/A,N/A,N/A,N/A,0.74,"11,890",0.81,0.1,36
012610,경인양행,20.24,327,20.00,331,N/A,N/A,1.29,"5,151",0.75,3.3,135.8
017810,풀무원,20.42,568,19.63,591,N/A,N/A,1.45,"8,021",0.88,0.2,73.3
011200,현대상선,-1.37,"-2,521",N/A,N/A,N/A,N/A,1.05,"3,290",N/A,N/A,83.2
017390,서울가스,9.50,"8,276",7.38,"10,653",N/A,N/A,0.32,"242,938",2.23,257.1,198.4
025820,이구산업,-27.72,-79,N/A,N/A,N/A,N/A,0.70,"3,131",3.65,1.7,99.5
025950,동신건설,51.54,117,51.54,117,N/A,N/A,0.58,"10,391",2.49,N/A,838.7
025900,동화기업,10.57,"1,736",8.58,"2,138",N/A,N/A,0.62,"29,464",0.97,6.3,79
011090,에넥스,60.22,23,55.40,25,N/A,N/A,1.30,"1,069",0.72,2.2,124.8
007460,에이프로젠 KIC,-4.94,-632,N/A,N/A,N/A,N/A,1.47,"2,127",N/A,0.3,182.1
025620,제이준코스메틱,-136.81,-47,N/A,N/A,N/A,N/A,1.33,"4,819",N/A,N/A,189.5
017960,한국카본,-122.06,-68,N/A,N/A,24.00,346,1.12,"7,403",1.21,37.6,352.4
025870,신라에스지,-12.59,-448,N/A,N/A,N/A,N/A,1.56,"3,619",N/A,N/A,106.9
025880,케이씨피드,43.08,60,40.39,64,N/A,N/A,0.69,"3,744",0.97,0.1,165.6
002680,한탑,-13.24,-182,N/A,N/A,N/A,N/A,1.06,"2,277",N/A,N/A,94.9
025550,한국선재,10.22,270,9.79,282,N/A,N/A,0.74,"3,728",3.62,2.6,94.7
025440,대성엘텍,-28.57,-28,N/A,N/A,N/A,N/A,1.83,436,N/A,N/A,99.6
025320,시노펙스,292.00,10,292.00,10,N/A,N/A,2.97,984,N/A,3.6,98.6
024940,PN풍년,20.33,120,19.21,127,N/A,N/A,0.69,"3,523",1.02,2.8,160.5
024950,삼천리자전거,-5.68,"-1,053",N/A,N/A,N/A,N/A,0.81,"7,367",1.67,N/A,59.4
014100,보령메디앙스,32.93,270,32.33,275,N/A,N/A,2.06,"4,316",0.11,5,103.6
024840,KBI메탈,13.57,136,13.47,137,N/A,N/A,0.72,"2,563",N/A,1.9,140.6
024910,경창산업,-1.57,-782,N/A,N/A,N/A,N/A,0.30,"4,034",0.81,N/A,57.8
004780,대륙제관,22.94,228,22.94,228,N/A,N/A,0.80,"6,517",1.53,6.8,223.7
013120,동원개발,3.60,"1,343",3.60,"1,343",N/A,N/A,0.62,"7,745",3.83,N/A,476.7
024830,세원물산,9.91,696,9.91,696,N/A,N/A,0.33,"21,048",0.73,10.8,84.4
024810,이화전기,-59.50,-4,N/A,N/A,N/A,N/A,0.76,315,N/A,N/A,N/A
024880,케이피에프,8.50,607,7.99,646,N/A,N/A,0.51,"10,125",3.10,1.5,121.1
025000,KPX케미칼,24.47,"2,284",24.04,"2,325",8.00,"6,587",0.61,"91,476",3.58,27.2,295.2
010580,지코,16.51,51,15.31,55,N/A,N/A,1.75,482,N/A,1.3,83.2
007980,태평양물산,15.30,202,14.51,213,8.00,364,0.98,"3,161",0.65,0.5,87.4
024120,KB오토시스,4.96,"1,109",4.96,"1,109",N/A,N/A,0.67,"8,236",5.09,16.3,164.8
017000,신원종합개발,3.36,"1,170",3.36,"1,170",N/A,N/A,0.52,"7,521",N/A,1.7,193.9
024060,흥구석유,36.90,158,35.77,163,N/A,N/A,1.20,"4,844",2.06,N/A,238.6
023910,대한약품,7.72,"4,753",7.72,"4,753",N/A,N/A,1.57,"23,394",0.82,30.9,206.5
001840,이화공영,225.42,24,225.42,24,N/A,N/A,2.50,"2,164",0.37,N/A,172.6
023900,풍국주정,19.43,831,19.43,831,N/A,N/A,1.59,"10,184",1.24,23.2,231.3
023890,한국아트라스비엑스,12.18,"5,462",5.06,"13,137",N/A,N/A,0.81,"82,507",0.60,39.4,228.5
017650,대림제지,6.21,286,6.18,287,N/A,N/A,0.52,"3,383",N/A,9,73.7
010170,대한광통신,14.90,314,14.72,318,N/A,N/A,1.81,"2,591",N/A,N/A,225.8
023790,동일철강,-2.81,"-1,835",N/A,N/A,N/A,N/A,0.64,"8,099",N/A,N/A,42.6
023770,플레이위드,-3.93,"-2,193",N/A,N/A,N/A,N/A,7.29,"1,183",N/A,N/A,7.5
023760,한국캐피탈,7.26,100,7.12,102,N/A,N/A,0.47,"1,553",2.76,N/A,N/A
005860,한일사료,248.33,9,248.33,9,N/A,N/A,1.42,"1,573",1.12,0.3,97.8
009440,KC그린홀딩스,7.95,571,7.84,579,N/A,N/A,0.57,"7,902",1.76,2.4,115
008420,문배철강,12.59,243,11.68,262,N/A,N/A,0.55,"5,614",1.63,4.1,169
016880,웅진,-1.50,"-1,397",N/A,N/A,N/A,N/A,0.66,"3,203",N/A,N/A,100.6
012860,서연전자,-3.09,-503,N/A,N/A,N/A,N/A,0.34,"4,579",1.29,0.2,78.3
023460,CNH,38.82,38,73.75,20,N/A,N/A,0.53,"2,768",1.36,N/A,N/A
006050,국영지앤엠,-132.00,-10,N/A,N/A,N/A,N/A,0.86,"1,527",1.14,74.9,352.8
023410,유진기업,19.19,307,18.12,325,N/A,N/A,0.57,"10,356",2.55,1.9,53.4
023440,제일제강,140.00,14,140.00,14,N/A,N/A,0.86,"2,291",N/A,N/A,96.2
006910,보성파워텍,-17.31,-130,N/A,N/A,N/A,N/A,1.31,"1,717",N/A,N/A,166.9
018290,지엠피,37.50,276,37.50,276,N/A,N/A,5.22,"1,982",N/A,12.6,269.8
023160,태광,26.45,380,25.90,388,23.00,434,0.61,"16,392",0.75,0.9,N/A
007310,오뚜기,15.35,"45,925",14.48,"48,677",18.00,"38,805",1.98,"356,097",1.06,27.8,152.5
008500,일정실업,-3.53,"-5,725",N/A,N/A,N/A,N/A,0.56,"36,173",2.47,N/A,156.4
014790,한라,-14.36,-259,N/A,N/A,N/A,N/A,0.70,"5,316",2.69,1.3,80.2
007530,영신금속,6.02,290,6.98,250,N/A,N/A,0.60,"2,927",1.83,1.5,63.6
010120,LS산전,11.15,"4,385",10.90,"4,486",12.00,"4,201",1.11,"44,144",2.45,7.1,222.7
001000,신라섬유,319.29,7,319.29,7,N/A,N/A,3.81,587,N/A,1.3,9.7
012620,원일특강,5.93,"1,526",5.93,"1,526",N/A,N/A,0.37,"24,692",1.33,4.3,166.3
011370,서한,3.94,417,3.94,417,N/A,N/A,0.56,"2,957",2.43,19.1,249.5
009190,대양금속,39.10,212,20.67,401,N/A,N/A,6.87,"1,206",N/A,1.2,114.3
000760,이화산업,-45.05,-384,N/A,N/A,N/A,N/A,0.46,"37,973",N/A,0.3,56.2
014820,동원시스템즈,19.14,"2,064",19.00,"2,079",N/A,N/A,2.39,"16,527",1.27,6.9,117.3
018700,바른손,-7.14,-364,N/A,N/A,N/A,N/A,0.96,"2,696",N/A,N/A,234.1
014470,부방,76.76,37,66.05,43,N/A,N/A,0.72,"3,949",N/A,N/A,164.3
010140,삼성중공업,-11.26,-693,N/A,N/A,-34.00,-228,0.70,"11,153",N/A,N/A,119.9
009680,모토닉,38.89,297,26.19,441,N/A,N/A,0.65,"17,893",2.60,N/A,N/A
010690,화신,-1.80,"-1,635",N/A,N/A,N/A,N/A,0.33,"8,904",0.85,N/A,83.9
007720,대명코퍼레이션,-48.45,-42,N/A,N/A,N/A,N/A,1.99,"1,022",N/A,0.8,98.8
006580,대양제지,3.87,"1,131",3.04,"1,439",N/A,N/A,0.85,"5,130",1.14,19,110.7
011320,유니크,64.20,119,60.63,126,N/A,N/A,1.55,"4,935",1.18,N/A,101.8
018120,진로발효,15.70,"1,869",15.70,"1,869",N/A,N/A,2.20,"13,343",4.09,728.6,357.1
013720,청보산업,180.33,15,169.06,16,N/A,N/A,1.02,"2,648",0.92,N/A,304.6
009620,삼보산업,-4.29,-422,N/A,N/A,N/A,N/A,1.92,944,N/A,1.2,75
005670,푸드웰,18.29,563,17.94,574,N/A,N/A,1.71,"6,023",0.73,11.3,99.4
007330,푸른저축은행,5.21,"1,616",4.22,"1,994",N/A,N/A,0.42,"20,207",6.53,N/A,N/A
006140,피제이전자,10.06,473,10.06,473,N/A,N/A,0.68,"6,995",3.89,107.4,147.9
019010,베뉴지,48.78,49,41.21,58,N/A,N/A,0.38,"6,262",1.25,N/A,55.7
009780,엠에스씨,11.18,608,11.18,608,N/A,N/A,1.49,"4,577",0.88,8.9,132.1
000390,삼화페인트,187.93,29,170.31,32,N/A,N/A,0.44,"12,294",2.29,N/A,179.8
017680,데코앤이,-1.70,-107,N/A,N/A,N/A,N/A,0.71,257,N/A,N/A,133.1
008800,스튜디오썸머,-2.97,-657,N/A,N/A,N/A,N/A,1.05,"1,861",N/A,N/A,146.3
009450,경동나비엔,23.16,"1,943",22.95,"1,961",14.00,"3,265",2.03,"22,170",0.56,7.7,102.3
020400,대동금속,34.12,359,34.03,360,N/A,N/A,0.89,"13,790",0.49,2,84
014200,광림,-5.73,-466,N/A,N/A,N/A,N/A,1.72,"1,551",N/A,N/A,76
005710,대원산업,4.67,"1,404",4.67,"1,404",N/A,N/A,0.48,"13,736",1.91,18.3,209.1
016600,큐캐피탈,-7.12,-102,N/A,N/A,N/A,N/A,0.94,772,N/A,N/A,N/A
004590,한국가구,9.53,493,9.53,493,N/A,N/A,0.71,"6,625",2.45,13.3,281.7
016670,포비스티앤씨,31.88,48,31.22,49,N/A,N/A,1.04,"1,472",N/A,71.6,193.6
000440,중앙에너비스,47.83,143,7.14,958,N/A,N/A,0.70,"9,747",2.34,0.1,36.2
012030,DB,-48.60,-20,N/A,N/A,N/A,N/A,1.35,720,N/A,3.2,149
005090,삼광글라스,-16.08,"-2,379",N/A,N/A,N/A,N/A,0.67,"57,464",1.96,N/A,48.7
014970,삼륭물산,"-1,515.00",-3,N/A,N/A,N/A,N/A,0.98,"4,654",1.65,2.4,92.1
005750,대림B&Co,18.19,252,18.19,252,N/A,N/A,0.47,"9,677",3.27,3,143.8
011040,경동제약,46.04,197,40.86,222,N/A,N/A,1.01,"8,941",3.31,269.6,309.7
008370,원풍,21.43,171,21.43,171,N/A,N/A,0.58,"6,362",4.09,N/A,463.1
007390,네이처셀,265.48,42,265.48,42,N/A,N/A,13.71,813,N/A,2.1,202.5
002290,삼일기업공사,12.66,250,12.66,250,N/A,N/A,0.69,"4,578",3.16,N/A,772.4
019540,일지테크,-10.61,-255,N/A,N/A,N/A,N/A,0.29,"9,295",0.92,N/A,55.8
007770,한일화학,15.06,810,15.06,810,N/A,N/A,0.46,"26,273",1.23,3,385.2
017890,한국알콜,7.48,"1,327",7.12,"1,393",N/A,N/A,0.69,"14,292",0.50,29.4,313.4
003310,대주산업,32.50,48,32.50,48,N/A,N/A,1.08,"1,440",1.92,5.1,116.3
019660,글로본,44.03,62,44.03,62,N/A,N/A,2.73,"1,000",N/A,N/A,143.9
005880,대한해운,6.97,"3,488",6.97,"3,488",6.00,"3,773",0.76,"31,895",N/A,1.9,53.5
008560,메리츠종금증권,8.49,602,7.22,708,7.00,692,1.00,"5,107",3.91,N/A,N/A
017510,세명전기,22.37,236,22.37,236,N/A,N/A,1.16,"4,538",1.51,762.2,822.1
005870,휴니드,5.35,"1,534",5.16,"1,590",N/A,N/A,1.02,"8,043",N/A,N/A,125.5
017550,수산중공업,14.59,123,13.91,129,N/A,N/A,0.93,"1,924",0.56,2.5,189.3
021080,에이티넘인베스트,14.73,146,14.73,146,N/A,N/A,1.37,"1,570",2.33,N/A,N/A
011170,롯데케미칼,5.60,"46,074",5.60,"46,074",7.00,"35,312",0.69,"371,541",4.07,15.7,181.5
008830,대동기어,148.04,23,148.04,23,N/A,N/A,0.52,"6,559",0.73,1.2,78.6
001430,세아베스틸,29.40,585,29.15,590,11.00,"1,560",0.33,"52,244",4.94,2.2,135.2
008770,호텔신라,34.12,"2,758",32.30,"2,913",18.00,"5,126",4.66,"20,194",0.37,11.3,96
014580,백광소재,38.10,142,38.10,142,N/A,N/A,1.14,"4,734",1.85,3.1,106.1
013520,화승알앤에이,-4.12,-521,N/A,N/A,N/A,N/A,0.60,"3,551",1.17,1.7,76.9
004080,신흥,31.45,318,31.25,320,N/A,N/A,1.09,"9,150",2.00,1.4,136.8
006060,화승인더,27.93,367,27.70,370,N/A,N/A,2.06,"4,975",0.39,2.7,86.3
014530,극동유화,7.49,467,7.23,484,N/A,N/A,0.74,"4,749",4.57,7.9,159
002140,고려산업,14.65,158,14.47,160,N/A,N/A,0.62,"3,754",1.30,2.3,109.8
002230,피에스텍,-270.31,-16,N/A,N/A,N/A,N/A,0.58,"7,395",1.73,8.6,N/A
016090,대현,7.28,331,7.13,338,N/A,N/A,0.57,"4,192",3.32,714.4,395.6
001620,케이비아이동국실업,-5.26,-180,N/A,N/A,N/A,N/A,0.29,"3,265",N/A,N/A,56.3
017040,광명전기,41.75,60,41.75,60,N/A,N/A,1.21,"2,078",N/A,5.5,182.5
011390,부산산업,43.06,"2,868",43.06,"2,868",N/A,N/A,2.49,"49,551",0.20,11,138.6
011810,STX,24.42,471,24.42,471,N/A,N/A,3.55,"3,238",N/A,N/A,87.7
010130,고려아연,16.37,"27,950",15.33,"29,841",13.00,"34,698",1.29,"353,622",2.40,N/A,815.4
009730,코센,-8.20,-250,N/A,N/A,N/A,N/A,3.86,531,N/A,N/A,184.3
012600,청호컴넷,22.90,176,21.44,188,N/A,N/A,1.30,"3,094",N/A,N/A,75.1
004720,우리들제약,17.94,389,17.90,390,N/A,N/A,1.42,"4,922",N/A,1.5,242.6
009200,무림페이퍼,3.84,833,3.84,833,N/A,N/A,0.30,"10,793",1.57,2.9,92.2
001500,현대차증권,5.86,"1,724",5.86,"1,724",N/A,N/A,0.33,"30,232",4.45,N/A,N/A
008870,금비,9.87,"6,869",7.99,"8,486",N/A,N/A,0.56,"121,722",2.51,9,173.1
008110,대동전자,80.10,51,65.89,62,N/A,N/A,0.29,"14,187",N/A,N/A,435.8
005820,원림,-45.43,-405,N/A,N/A,N/A,N/A,0.41,"44,744",1.36,8.9,249.3
008490,서흥,15.91,"2,225",15.37,"2,303",N/A,N/A,1.44,"24,607",0.99,5.8,109.2
014910,성문전자,277.00,10,251.82,11,N/A,N/A,1.79,"1,549",N/A,N/A,187.7
003580,넥스트사이언스,-10.71,-546,N/A,N/A,N/A,N/A,1.91,"3,056",N/A,N/A,94.8
015860,일진홀딩스,-120.52,-29,N/A,N/A,N/A,N/A,0.59,"5,894",2.00,1.2,90.1
014160,대영포장,13.48,99,12.84,104,N/A,N/A,0.98,"1,361",N/A,9.7,104.2
012280,영화금속,62.61,23,60.00,24,N/A,N/A,0.89,"1,620",2.08,1.3,102.8
019170,신풍제약,197.22,36,182.05,39,N/A,N/A,1.68,"4,215",N/A,1.4,158.1
002210,동성제약,-77.80,-232,N/A,N/A,N/A,N/A,7.00,"2,579",N/A,N/A,214.8
016920,카스,14.58,120,14.34,122,N/A,N/A,0.90,"1,942",1.14,2.2,103.8
012170,키위미디어그룹,-1.03,-151,N/A,N/A,N/A,N/A,0.59,263,N/A,N/A,108.9
009420,한올바이오파마,434.13,63,427.34,64,119.00,230,11.97,"2,285",N/A,421.3,656.4
013030,하이록코리아,19.69,848,19.69,848,17.00,957,0.68,"24,637",2.99,28.2,N/A
011330,유니켐,12.91,196,12.91,196,N/A,N/A,2.60,972,N/A,9.5,139.8
012800,대창,13.80,108,11.64,128,N/A,N/A,0.62,"2,385",2.01,2,97.6
001140,국보,-9.28,-228,N/A,N/A,N/A,N/A,2.62,806,2.36,N/A,42.6
013360,일성건설,29.00,45,29.00,45,N/A,N/A,0.78,"1,669",1.53,1.1,119.7
013700,까뮤이앤씨,33.21,39,33.21,39,N/A,N/A,0.96,"1,344",1.54,7.5,110.3
002760,보락,140.00,18,140.00,18,N/A,N/A,3.45,731,0.20,N/A,322.9
007610,선도전기,-82.33,-45,N/A,N/A,N/A,N/A,0.79,"4,682",0.54,1.5,227.3
004920,씨아이테크,-9.37,-52,N/A,N/A,N/A,N/A,1.10,443,N/A,N/A,157.7
009290,광동제약,16.69,426,12.90,551,N/A,N/A,0.70,"10,087",1.12,15,173.6
011420,갤럭시아에스엠,-2.96,-581,N/A,N/A,N/A,N/A,1.79,961,N/A,N/A,190
004270,남성,-33.20,-97,N/A,N/A,N/A,N/A,1.05,"3,073",0.78,1.7,76.9
001940,KISCO홀딩스,10.13,"1,372",8.38,"1,658",N/A,N/A,0.27,"50,920",2.01,167.4,499.2
009410,태영건설,6.01,"2,398",5.20,"2,770",N/A,N/A,1.01,"14,320",0.87,12.6,149.7
007280,한국특수형강,-5.55,-309,N/A,N/A,N/A,N/A,0.59,"2,926",N/A,N/A,238.6
009180,한솔로지스틱스,21.19,67,17.32,82,N/A,N/A,0.69,"2,049",2.11,4.2,123.9
002170,삼양통상,8.33,"8,432",8.31,"8,445",N/A,N/A,0.71,"99,000",1.07,87.9,810.9
017670,SK텔레콤,6.54,"38,738",5.75,"44,066",13.00,"19,882",0.81,"312,660",3.94,3.2,105.4
010640,진양폴리,24.58,96,24.58,96,N/A,N/A,1.24,"1,903",1.06,12.7,61.1
003650,미창석유,12.67,"6,163",11.85,"6,593",N/A,N/A,0.50,"157,695",2.05,753.9,609.9
004380,삼익THK,13.11,862,12.91,875,N/A,N/A,1.24,"9,085",2.65,3.4,158
002840,미원상사,10.41,"4,184",10.13,"4,298",N/A,N/A,1.11,"39,266",1.77,N/A,313.7
007860,서연,-5.70,-757,N/A,N/A,N/A,N/A,0.20,"22,063",1.16,N/A,90.1
019550,SBI인베스트먼트,49.12,16,49.12,16,N/A,N/A,1.52,517,N/A,N/A,N/A
013000,세우글로벌,90.00,22,90.00,22,N/A,N/A,1.44,"1,379",N/A,2.9,334
012330,현대모비스,11.62,"19,403",11.31,"19,944",9.00,"23,808",0.70,"323,432",1.77,27.1,234.4
015540,메디파트너생명공학,-3.46,"-2,044",N/A,N/A,N/A,N/A,10.81,654,N/A,N/A,70.3
001390,KG케미칼,49.26,270,48.54,274,N/A,N/A,0.66,"20,170",2.63,7.7,93.1
009320,대우부품,95.21,24,95.21,24,N/A,N/A,2.77,825,N/A,3.7,101.5
001450,현대해상,7.34,"4,178",6.65,"4,607",7.00,"4,223",0.59,"51,813",3.69,N/A,N/A
005440,현대그린푸드,11.88,"1,056",10.63,"1,181",10.00,"1,196",0.64,"19,565",1.67,44.3,244.9
015760,한국전력,-12.38,"-2,048",N/A,N/A,-38.00,-663,0.23,"108,641",3.12,N/A,89.3
007690,국도화학,6.15,"7,743",5.91,"8,056",N/A,N/A,0.54,"87,772",3.15,7.2,149
006280,녹십자,41.24,"2,946",40.27,"3,017",33.00,"3,637",1.31,"92,841",0.82,0.7,262
009160,SIMPAC,2.28,"1,463",1.99,"1,678",N/A,N/A,0.46,"7,185",1.80,4.1,137.8
008600,윌비스,-10.43,-117,N/A,N/A,N/A,N/A,0.46,"2,660",1.64,0.2,132.5
015230,대창단조,6.75,"6,002",6.75,"6,003",N/A,N/A,0.46,"87,426",2.47,79.5,354.9
007160,사조산업,7.69,"7,123",7.61,"7,202",N/A,N/A,0.65,"84,456",0.37,4,86.2
014130,한익스프레스,16.03,441,16.03,441,N/A,N/A,1.27,"5,573",0.85,2.3,82.5
008040,사조동아원,11.73,113,9.81,135,N/A,N/A,0.88,"1,509",N/A,1.4,71.5
009140,경인전자,-75.52,-433,N/A,N/A,N/A,N/A,0.80,"40,853",0.76,N/A,N/A
009580,무림P&P,4.87,"1,119",4.87,"1,119",N/A,N/A,0.55,"9,890",4.59,7.3,92.1
014990,인디에프,645.00,4,645.00,4,N/A,N/A,2.29,"1,125",N/A,N/A,135.4
010420,한솔PNS,9.74,175,9.74,175,N/A,N/A,0.91,"1,878",0.88,25.6,139.8
013570,디와이,25.20,227,24.34,235,N/A,N/A,0.43,"13,385",2.62,10.9,191.9
003610,방림,31.41,71,28.96,77,N/A,N/A,0.47,"4,759",2.60,1.9,352.6
015590,큐로,-6.84,-132,N/A,N/A,N/A,N/A,1.62,558,N/A,N/A,84.1
014680,한솔케미칼,12.82,"6,238",12.59,"6,354",10.00,"7,690",2.34,"34,251",1.50,13.2,96.8
010820,퍼스텍,-3.39,-760,N/A,N/A,N/A,N/A,3.04,848,1.16,N/A,88.1
019590,엠벤처투자,32.22,36,32.22,36,N/A,N/A,2.46,472,N/A,N/A,N/A
019570,제미니투자,-29.26,-27,N/A,N/A,N/A,N/A,2.18,363,N/A,N/A,N/A
006040,동원산업,12.02,"20,549",12.02,"20,549",7.00,"35,333",0.85,"289,909",1.22,5.2,112.7
008060,대덕전자,2.46,"5,152",2.10,"6,032",13.00,950,0.89,"14,153",2.37,234.8,313
003680,한성기업,-13.94,-469,N/A,N/A,N/A,N/A,0.67,"9,740",2.29,1.2,79.9
006920,모헨즈,53.86,101,53.86,101,N/A,N/A,2.71,"2,011",N/A,N/A,122.2
015020,이스타코,-7.06,-97,N/A,N/A,N/A,N/A,0.72,950,N/A,N/A,87.4
011280,태림포장,27.88,311,27.52,315,N/A,N/A,1.84,"4,716",2.69,5.2,64.4
002310,아세아제지,4.41,"8,785",4.41,"8,785",N/A,N/A,0.65,"59,569",1.94,15.3,154.7
010660,화천기계,-80.32,-31,N/A,N/A,N/A,N/A,0.40,"6,279",0.40,683.1,223.4
011150,CJ씨푸드,47.50,60,47.50,60,N/A,N/A,1.67,"1,710",N/A,4.8,73.4
001770,신화실업,43.83,535,43.83,535,N/A,N/A,0.77,"30,632",0.43,3.1,159.6
018470,조일알미늄,-6.13,-150,N/A,N/A,N/A,N/A,0.34,"2,683",1.63,N/A,111
005850,에스엘,26.72,889,26.72,889,11.00,"2,093",0.80,"29,575",1.68,N/A,157.2
009970,영원무역홀딩스,9.72,"6,325",8.28,"7,432",N/A,N/A,0.62,"98,678",1.30,18.3,279.3
